id,isolate,region,year,cgST (N. gonorrhoeae cgMLST v2),LINcode (N. gonorrhoeae cgMLST v2),LINcode (N. gonorrhoeae cgMLST v2),,,,,,,,,,,LIN2,LIN3,LIN4
131198,GP13-MUS-203,Gauteng Province,2013,19509;29669,0_0_23_7_0_0_0_0_0_0_0,0,0,23,7,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_7
131199,GP13-MUS-206,Gauteng Province,2013,19510,0_0_33_12_165_0_0_0_0_0_0,0,0,33,12,165,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131200,GP13-MUS-208,Gauteng Province,2013,19511,0_0_33_12_277_0_0_0_0_0_0,0,0,33,12,277,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131201,GP13-MUS-210,Gauteng Province,2013,19512,0_0_33_12_217_0_0_0_0_0_0,0,0,33,12,217,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131202,GP13-MUS-213,Gauteng Province,2013,19513,0_0_33_12_92_1_0_0_0_3_0,0,0,33,12,92,1,0,0,0,3,0,0_0,0_0_33,0_0_33_12
131203,GP13-MUS-215,Gauteng Province,2013,19514,0_0_18_25_0_0_0_0_0_0_0,0,0,18,25,0,0,0,0,0,0,0,0_0,0_0_18,0_0_18_25
131204,GP13-MUS-218,Gauteng Province,2013,19515,1_1_17_4_9_0_0_0_0_0_0,1,1,17,4,9,0,0,0,0,0,0,1_1,1_1_17,1_1_17_4
131205,GP13-MUS-225,Gauteng Province,2013,19516,0_18_22_1_0_0_0_0_0_0_0,0,18,22,1,0,0,0,0,0,0,0,0_18,0_18_22,0_18_22_1
131206,GP13-MUS-231,Gauteng Province,2013,19517,1_1_27_6_4_0_0_0_0_0_0,1,1,27,6,4,0,0,0,0,0,0,1_1,1_1_27,1_1_27_6
131207,GP-13-MUS-235,Gauteng Province,2013,19518,1_1_27_9_0_0_0_0_0_0_0,1,1,27,9,0,0,0,0,0,0,0,1_1,1_1_27,1_1_27_9
131208,GP-13-MUS-236,Gauteng Province,2013,19519,0_0_18_23_4_0_0_0_0_0_0,0,0,18,23,4,0,0,0,0,0,0,0_0,0_0_18,0_0_18_23
131209,GP-13-MUS-243,Gauteng Province,2013,19520,0_0_33_12_205_0_0_0_0_0_0,0,0,33,12,205,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131210,GP-13-MUS-244,Gauteng Province,2013,19521;29670,0_0_23_21_0_0_0_0_0_0_0,0,0,23,21,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_21
131211,GP-13-MUS-247,Gauteng Province,2013,19522,1_1_27_10_0_0_0_0_0_0_0,1,1,27,10,0,0,0,0,0,0,0,1_1,1_1_27,1_1_27_10
131212,GP-13-MUS-253,Gauteng Province,2013,19523,0_0_23_2_5_0_0_0_0_0_0,0,0,23,2,5,0,0,0,0,0,0,0_0,0_0_23,0_0_23_2
131213,GP-13-MUS-256,Gauteng Province,2013,19524,0_0_33_12_211_0_0_0_0_0_0,0,0,33,12,211,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131214,GP-13-MUS-257,Gauteng Province,2013,19525,0_0_33_12_92_7_0_0_0_0_0,0,0,33,12,92,7,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131215,GP-13-MUS-258,Gauteng Province,2013,19526,0_0_33_12_166_0_0_0_0_0_0,0,0,33,12,166,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131216,GP-13-MUS-269,Gauteng Province,2013,19527,0_0_33_12_173_0_0_0_0_0_0,0,0,33,12,173,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131217,GP-13-MUS-271,Gauteng Province,2013,19528,0_0_36_6_0_0_0_0_0_0_0,0,0,36,6,0,0,0,0,0,0,0,0_0,0_0_36,0_0_36_6
131218,GP-13-MUS-272,Gauteng Province,2013,19529,1_1_27_6_6_0_0_0_0_0_0,1,1,27,6,6,0,0,0,0,0,0,1_1,1_1_27,1_1_27_6
131219,GP-13-MUS-275,Gauteng Province,2013,19530;29671,0_0_23_3_2_0_0_0_0_0_0,0,0,23,3,2,0,0,0,0,0,0,0_0,0_0_23,0_0_23_3
131220,GP-13-MUS-276,Gauteng Province,2013,19531,0_2_21_0_9_0_1_0_0_0_0,0,2,21,0,9,0,1,0,0,0,0,0_2,0_2_21,0_2_21_0
131221,GP-14-MUS-017,Gauteng Province,2014,19532,0_23_0_1_0_0_0_0_0_0_0,0,23,0,1,0,0,0,0,0,0,0,0_23,0_23_0,0_23_0_1
131222,GP-14-MUS-032,Gauteng Province,2014,19533,0_0_33_12_144_0_0_0_0_0_0,0,0,33,12,144,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131223,GP-14-MUS-033,Gauteng Province,2014,19534,0_10_0_2_0_2_0_0_0_0_0,0,10,0,2,0,2,0,0,0,0,0,0_10,0_10_0,0_10_0_2
131224,GP-14-MUS-034,Gauteng Province,2014,19535,0_0_33_12_219_0_0_0_0_0_0,0,0,33,12,219,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131225,GP-14-MUS-042,Gauteng Province,2014,19536,0_0_33_12_180_0_0_0_0_0_0,0,0,33,12,180,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131226,GP-14-MUS-052,Gauteng Province,2014,19537,1_1_27_6_3_0_0_0_0_0_0,1,1,27,6,3,0,0,0,0,0,0,1_1,1_1_27,1_1_27_6
131227,GP-14-MUS-054,Gauteng Province,2014,19538;29672,0_0_23_17_0_0_0_0_0_0_0,0,0,23,17,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_17
131228,GP-14-MUS-057,Gauteng Province,2014,19539,0_0_33_12_92_5_0_0_0_0_0,0,0,33,12,92,5,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131229,GP-14-MUS-063,Gauteng Province,2014,19540,0_2_71_0_3_0_0_0_0_0_0,0,2,71,0,3,0,0,0,0,0,0,0_2,0_2_71,0_2_71_0
131230,GP-14-MUS-064,Gauteng Province,2014,19541,0_0_28_0_7_0_0_0_0_0_0,0,0,28,0,7,0,0,0,0,0,0,0_0,0_0_28,0_0_28_0
131231,GP-14-MUS-069,Gauteng Province,2014,19542,0_2_21_0_8_0_0_0_0_0_0,0,2,21,0,8,0,0,0,0,0,0,0_2,0_2_21,0_2_21_0
131232,GP-14-MUS-081,Gauteng Province,2014,19543,0_18_22_0_0_0_0_0_0_0_0,0,18,22,0,0,0,0,0,0,0,0,0_18,0_18_22,0_18_22_0
131233,GP-14-MUS-082,Gauteng Province,2014,19544;29673,0_0_23_8_1_0_0_0_0_0_0,0,0,23,8,1,0,0,0,0,0,0,0_0,0_0_23,0_0_23_8
131234,GP-14-MUS-088,Gauteng Province,2014,19545,0_0_28_1_0_0_0_0_0_0_0,0,0,28,1,0,0,0,0,0,0,0,0_0,0_0_28,0_0_28_1
131235,GP-14-MUS-092,Gauteng Province,2014,19546,0_0_36_1_3_0_0_0_0_0_0,0,0,36,1,3,0,0,0,0,0,0,0_0,0_0_36,0_0_36_1
131236,GP-14-MUS-094,Gauteng Province,2014,19547,0_0_33_12_212_0_0_0_0_0_0,0,0,33,12,212,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131237,GP-14-MUS-095,Gauteng Province,2014,19548,0_2_0_1_0_33_0_2_0_0_0,0,2,0,1,0,33,0,2,0,0,0,0_2,0_2_0,0_2_0_1
131238,GP-14-MUS-099,Gauteng Province,2014,19549,0_0_33_12_200_0_0_0_0_0_0,0,0,33,12,200,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131239,GP-14-MUS-103,Gauteng Province,2014,19550,0_0_33_12_186_0_0_0_0_0_0,0,0,33,12,186,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131240,GP-14-MUS-105,Gauteng Province,2014,19551,0_0_47_6_20_0_0_0_0_0_0,0,0,47,6,20,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
131241,GP-14-MUS-107,Gauteng Province,2014,19552;29674,0_0_23_12_0_0_0_0_0_0_0,0,0,23,12,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_12
131242,GP-14-MUS-110,Gauteng Province,2014,19553,0_0_33_12_92_8_0_0_0_0_0,0,0,33,12,92,8,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131243,GP-14-MUS-114,Gauteng Province,2014,19554,0_2_30_0_1_0_0_0_0_0_0,0,2,30,0,1,0,0,0,0,0,0,0_2,0_2_30,0_2_30_0
131244,GP-14-MUS-117,Gauteng Province,2014,19555,0_0_47_6_14_0_0_0_0_0_0,0,0,47,6,14,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
131245,GP-14-MUS-121,Gauteng Province,2014,19556,0_0_47_6_19_0_0_0_0_0_0,0,0,47,6,19,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
131246,GP-14-MUS-139,Gauteng Province,2014,19557,0_0_33_12_178_0_0_0_0_0_0,0,0,33,12,178,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131247,GP-14-MUS-143,Gauteng Province,2014,19558,0_0_33_12_157_0_0_0_0_0_0,0,0,33,12,157,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131248,GP-14-MUS-147,Gauteng Province,2014,19559,0_12_10_3_0_0_0_0_0_0_0,0,12,10,3,0,0,0,0,0,0,0,0_12,0_12_10,0_12_10_3
131249,GP-14-MUS-150,Gauteng Province,2014,19560,0_0_33_12_247_0_0_0_0_0_0,0,0,33,12,247,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131250,GP-14-MUS-151,Gauteng Province,2014,19561,0_0_33_12_189_0_0_0_0_0_0,0,0,33,12,189,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131251,GP-14-MUS-154,Gauteng Province,2014,19562,0_0_33_12_193_0_0_0_0_0_0,0,0,33,12,193,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131252,GP-14-MUS-156,Gauteng Province,2014,19563,0_0_33_12_163_0_0_0_0_0_0,0,0,33,12,163,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131253,GP-14-MUS-165,Gauteng Province,2014,19564,0_0_47_6_13_0_0_0_0_0_0,0,0,47,6,13,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
131254,GP-14-MUS-183,Gauteng Province,2014,19565,0_0_33_12_92_3_0_0_1_0_0,0,0,33,12,92,3,0,0,1,0,0,0_0,0_0_33,0_0_33_12
131255,GP-14-MUS-189,Gauteng Province,2014,19566,1_1_17_4_8_0_0_0_0_0_0,1,1,17,4,8,0,0,0,0,0,0,1_1,1_1_17,1_1_17_4
131256,GP-14-MUS-194,Gauteng Province,2014,19567,0_16_0_1_27_0_0_0_0_0_0,0,16,0,1,27,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
131257,GP-14-MUS-211,Gauteng Province,2014,19568,0_12_10_1_0_0_0_0_0_0_0,0,12,10,1,0,0,0,0,0,0,0,0_12,0_12_10,0_12_10_1
131258,GP-14-MUS-212,Gauteng Province,2014,19569,0_0_8_4_0_0_0_0_0_0_0,0,0,8,4,0,0,0,0,0,0,0,0_0,0_0_8,0_0_8_4
131259,GP-14-MUS-213,Gauteng Province,2014,19570,0_0_33_12_186_0_0_0_0_1_0,0,0,33,12,186,0,0,0,0,1,0,0_0,0_0_33,0_0_33_12
131260,GP-14-MUS-214,Gauteng Province,2014,19571,0_0_33_12_156_0_0_0_0_0_0,0,0,33,12,156,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131261,GP-14-MUS-218,Gauteng Province,2014,19572,0_0_33_12_209_0_0_0_0_0_0,0,0,33,12,209,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131262,GP-14-MUS-219,Gauteng Province,2014,19573,0_0_33_12_165_0_0_1_0_0_0,0,0,33,12,165,0,0,1,0,0,0,0_0,0_0_33,0_0_33_12
131263,GP-14-MUS-221,Gauteng Province,2014,19574,0_0_72_0_0_0_0_0_0_0_0,0,0,72,0,0,0,0,0,0,0,0,0_0,0_0_72,0_0_72_0
131264,GP-14-MUS-224,Gauteng Province,2014,19575,1_1_17_13_0_1_0_0_0_0_0,1,1,17,13,0,1,0,0,0,0,0,1_1,1_1_17,1_1_17_13
131265,GP-14-MUS-232,Gauteng Province,2014,19576,0_16_0_1_17_0_0_0_0_0_0,0,16,0,1,17,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
131266,GP-14-MUS-238,Gauteng Province,2014,19577,0_0_33_12_194_0_0_0_0_0_0,0,0,33,12,194,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131267,GP-14-MUS-243,Gauteng Province,2014,19578,0_0_33_12_215_0_0_0_0_0_0,0,0,33,12,215,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131268,GP-14-MUS-244,Gauteng Province,2014,19579,0_0_33_12_245_0_0_0_0_0_0,0,0,33,12,245,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131269,GP-14-MUS-246,Gauteng Province,2014,19580,0_0_47_6_6_0_0_0_0_0_0,0,0,47,6,6,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
131270,GP-14-MUS-247,Gauteng Province,2014,19581,0_0_33_12_206_0_0_0_0_0_0,0,0,33,12,206,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131271,GP-14-MUS-250,Gauteng Province,2014,19582,0_0_33_12_146_0_0_0_0_0_0,0,0,33,12,146,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131272,GP-14-MUS-251,Gauteng Province,2014,19583,1_1_27_6_5_0_0_0_0_0_0,1,1,27,6,5,0,0,0,0,0,0,1_1,1_1_27,1_1_27_6
131273,GP-14-MUS-252,Gauteng Province,2014,19584,0_0_33_12_92_2_0_0_0_0_0,0,0,33,12,92,2,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131274,15MUS-AH001,Gauteng Province,2015,19585,0_0_33_12_154_1_0_0_0_0_0,0,0,33,12,154,1,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131275,15MUS-AH007,Gauteng Province,2015,19586,0_2_71_0_2_0_0_0_0_0_0,0,2,71,0,2,0,0,0,0,0,0,0_2,0_2_71,0_2_71_0
131276,15MUS-AH008,Gauteng Province,2015,19587,0_0_33_12_154_0_0_0_0_0_0,0,0,33,12,154,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131277,15MUS-AH009,Gauteng Province,2015,19588,0_0_33_12_242_0_0_0_0_0_0,0,0,33,12,242,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131278,15MUS-AH021,Gauteng Province,2015,19589,0_0_33_12_202_0_0_0_0_0_0,0,0,33,12,202,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131279,15MUS-AH029,Gauteng Province,2015,19590,1_1_17_13_0_0_0_0_0_0_0,1,1,17,13,0,0,0,0,0,0,0,1_1,1_1_17,1_1_17_13
131280,15MUS-AH030,Gauteng Province,2015,19591,0_0_47_6_10_0_0_0_0_0_0,0,0,47,6,10,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
131281,15MUS-AH041,Gauteng Province,2015,19592,0_0_33_12_182_0_0_0_0_0_0,0,0,33,12,182,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131282,15MUS-AH042,Gauteng Province,2015,19593,1_1_17_4_11_0_0_0_0_0_0,1,1,17,4,11,0,0,0,0,0,0,1_1,1_1_17,1_1_17_4
131283,15MUS-AH060,Gauteng Province,2015,19594;29675,0_0_23_2_11_0_0_0_0_0_0,0,0,23,2,11,0,0,0,0,0,0,0_0,0_0_23,0_0_23_2
131284,15MUS-AH061,Gauteng Province,2015,19595,0_16_0_1_18_0_0_0_0_0_0,0,16,0,1,18,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
131285,15MUS-AH063,Gauteng Province,2015,19596,0_0_33_77_0_0_0_0_0_0_0,0,0,33,77,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_77
131286,15MUS-AH064,Gauteng Province,2015,19597;29676,0_0_23_8_0_0_0_0_0_0_0,0,0,23,8,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_8
131287,15MUS-AH068,Gauteng Province,2015,19598,0_0_33_75_0_0_0_0_0_0_0,0,0,33,75,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_75
131288,15MUS-AH077,Gauteng Province,2015,19599,0_2_71_0_0_1_0_0_0_0_0,0,2,71,0,0,1,0,0,0,0,0,0_2,0_2_71,0_2_71_0
131289,15MUS-AH078,Gauteng Province,2015,19600,0_0_33_12_214_0_0_0_0_0_0,0,0,33,12,214,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131290,15MUS-AH079,Gauteng Province,2015,19601,0_0_33_12_197_0_0_0_0_0_0,0,0,33,12,197,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131291,15MUS-AH083,Gauteng Province,2015,19602,0_0_64_0_0_0_0_0_0_0_0,0,0,64,0,0,0,0,0,0,0,0,0_0,0_0_64,0_0_64_0
131292,15MUS-AH084,Gauteng Province,2015,19603,0_0_33_12_183_0_0_0_0_0_0,0,0,33,12,183,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131293,15MUS-AH085,Gauteng Province,2015,19604,0_0_28_1_1_0_0_0_0_0_0,0,0,28,1,1,0,0,0,0,0,0,0_0,0_0_28,0_0_28_1
131294,15MUS-AH086,Gauteng Province,2015,19605;29677,0_0_23_23_0_0_0_0_0_0_0,0,0,23,23,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_23
131295,15MUS-AH087,Gauteng Province,2015,19606,0_0_47_6_16_0_0_0_0_0_0,0,0,47,6,16,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
131296,15MUS-AH088,Gauteng Province,2015,19607;27606,0_0_28_0_3_0_0_0_0_0_0,0,0,28,0,3,0,0,0,0,0,0,0_0,0_0_28,0_0_28_0
131297,15MUS-AH089,Gauteng Province,2015,19608,0_0_33_12_158_0_0_0_0_1_0,0,0,33,12,158,0,0,0,0,1,0,0_0,0_0_33,0_0_33_12
131298,15MUS-AH092,Gauteng Province,2015,19609,1_1_27_6_6_0_0_0_1_0_0,1,1,27,6,6,0,0,0,1,0,0,1_1,1_1_27,1_1_27_6
131299,15MUS-AH093,Gauteng Province,2015,19610,0_16_0_1_6_4_0_0_0_0_0,0,16,0,1,6,4,0,0,0,0,0,0_16,0_16_0,0_16_0_1
131300,15MUS-AH094,Gauteng Province,2015,19611,0_18_22_3_0_0_0_0_0_0_0,0,18,22,3,0,0,0,0,0,0,0,0_18,0_18_22,0_18_22_3
131301,15MUS-AH096,Gauteng Province,2015,19612,11_0_5_0_0_0_0_0_0_0_0,11,0,5,0,0,0,0,0,0,0,0,11_0,11_0_5,11_0_5_0
131302,15MUS-AH101,Gauteng Province,2015,19613,0_16_0_1_28_0_0_0_0_0_0,0,16,0,1,28,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
131303,15MUS-AH103,Gauteng Province,2015,19614,0_0_33_12_154_0_0_1_0_0_0,0,0,33,12,154,0,0,1,0,0,0,0_0,0_0_33,0_0_33_12
131304,15MUS-AH106,Gauteng Province,2015,19615;29678,0_0_23_2_6_0_0_0_0_0_0,0,0,23,2,6,0,0,0,0,0,0,0_0,0_0_23,0_0_23_2
131305,15MUS-AH108,Gauteng Province,2015,19616,0_0_33_12_158_0_0_0_0_0_0,0,0,33,12,158,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131306,15MUS-AH112,Gauteng Province,2015,19617,0_0_47_6_18_0_0_0_0_0_0,0,0,47,6,18,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
131307,15MUS-AH113,Gauteng Province,2015,19618,1_1_17_10_0_0_0_0_0_0_0,1,1,17,10,0,0,0,0,0,0,0,1_1,1_1_17,1_1_17_10
131308,15MUS-AH117,Gauteng Province,2015,19595,0_16_0_1_18_0_0_0_0_0_0,0,16,0,1,18,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
131309,15MUS-AH119,Gauteng Province,2015,19619,1_1_27_13_0_0_0_0_0_0_0,1,1,27,13,0,0,0,0,0,0,0,1_1,1_1_27,1_1_27_13
131310,15MUS-AH121,Gauteng Province,2015,19620,0_0_73_0_0_0_0_0_0_0_0,0,0,73,0,0,0,0,0,0,0,0,0_0,0_0_73,0_0_73_0
131311,15MUS-AH122,Gauteng Province,2015,19621;29679,0_0_25_4_0_0_0_0_0_0_0,0,0,25,4,0,0,0,0,0,0,0,0_0,0_0_25,0_0_25_4
131312,15MUS-AH130,Gauteng Province,2015,19622,0_0_33_12_161_0_0_0_0_0_0,0,0,33,12,161,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131313,15MUS-AH131,Gauteng Province,2015,19623,1_1_17_4_19_0_0_0_0_0_0,1,1,17,4,19,0,0,0,0,0,0,1_1,1_1_17,1_1_17_4
131314,15MUS-AH133,Gauteng Province,2015,19624;29680,0_0_23_2_8_0_0_0_0_0_0,0,0,23,2,8,0,0,0,0,0,0,0_0,0_0_23,0_0_23_2
131315,15MUS-AH135,Gauteng Province,2015,19625;29681,0_0_25_2_1_0_0_0_0_0_0,0,0,25,2,1,0,0,0,0,0,0,0_0,0_0_25,0_0_25_2
131316,15MUS-AH138,Gauteng Province,2015,19626,0_0_33_12_92_6_0_0_0_0_0,0,0,33,12,92,6,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131317,15MUS-AH140,Gauteng Province,2015,19627,0_0_33_12_184_0_0_0_0_0_0,0,0,33,12,184,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131318,15MUS-AH143,Gauteng Province,2015,19628,0_0_33_12_155_0_0_0_0_0_0,0,0,33,12,155,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131319,15MUS-AH146,Gauteng Province,2015,19629,0_0_33_12_276_0_0_0_0_0_0,0,0,33,12,276,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131320,15MUS-AH148,Gauteng Province,2015,19630,0_0_33_12_162_0_0_0_0_0_0,0,0,33,12,162,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131321,15MUS-AH149,Gauteng Province,2015,19631,1_1_27_14_0_0_0_0_0_0_0,1,1,27,14,0,0,0,0,0,0,0,1_1,1_1_27,1_1_27_14
131322,15MUS-AH150,Gauteng Province,2015,,,,,,,,,,,,,,_,__,___
131323,15MUS-AH152,Gauteng Province,2015,19632,0_0_33_79_0_0_0_0_0_0_0,0,0,33,79,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_79
131324,15MUS-AH153,Gauteng Province,2015,19633,0_0_33_12_174_0_0_0_0_0_0,0,0,33,12,174,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131325,15MUS-AH154,Gauteng Province,2015,19634,0_0_33_12_172_0_0_0_0_0_0,0,0,33,12,172,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131326,15MUS-AH160,Gauteng Province,2015,19635,0_0_18_23_3_0_0_0_0_0_0,0,0,18,23,3,0,0,0,0,0,0,0_0,0_0_18,0_0_18_23
131327,15MUS-AH165,Gauteng Province,2015,19636,0_0_33_12_176_0_0_0_0_0_0,0,0,33,12,176,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131328,15MUS-AH166,Gauteng Province,2015,19637,0_0_33_12_208_0_0_0_0_0_0,0,0,33,12,208,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131329,16MUS-AH007,Gauteng Province,2016,19638,0_0_33_12_185_0_0_0_0_0_0,0,0,33,12,185,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131330,16MUS-AH009,Gauteng Province,2016,19639,1_1_27_12_0_0_0_0_0_0_0,1,1,27,12,0,0,0,0,0,0,0,1_1,1_1_27,1_1_27_12
131331,16MUS-AH010,Gauteng Province,2016,19640,0_0_36_1_7_0_0_0_0_0_0,0,0,36,1,7,0,0,0,0,0,0,0_0,0_0_36,0_0_36_1
131332,16MUS-AH011,Gauteng Province,2016,19641,0_0_23_14_0_0_0_0_0_0_0,0,0,23,14,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_14
131333,16MUS-AH012,Gauteng Province,2016,19642;29682,0_0_23_19_0_0_0_0_0_0_0,0,0,23,19,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_19
131334,16MUS-AH017,Gauteng Province,2016,19643,0_0_33_70_0_0_0_0_0_0_0,0,0,33,70,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_70
131335,16MUS-AH019,Gauteng Province,2016,19644,0_0_47_7_1_0_0_0_0_0_0,0,0,47,7,1,0,0,0,0,0,0,0_0,0_0_47,0_0_47_7
131336,16MUS-AH023,Gauteng Province,2016,19645,0_0_61_0_0_0_0_0_0_0_0,0,0,61,0,0,0,0,0,0,0,0,0_0,0_0_61,0_0_61_0
131337,16MUS-AH026,Gauteng Province,2016,19646,0_0_33_12_210_0_0_0_0_0_0,0,0,33,12,210,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131338,16MUS-AH029,Gauteng Province,2016,19647,0_0_33_12_188_0_0_0_0_0_0,0,0,33,12,188,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131339,16MUS-AH030,Gauteng Province,2016,19648,0_0_47_6_4_0_0_0_0_0_0,0,0,47,6,4,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
131340,16MUS-AH034,Gauteng Province,2016,19649,1_1_27_12_0_0_0_1_0_0_0,1,1,27,12,0,0,0,1,0,0,0,1_1,1_1_27,1_1_27_12
131341,16MUS-AH057,Gauteng Province,2016,19650,0_0_33_12_203_0_0_0_0_0_0,0,0,33,12,203,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131342,16MUS-AH060,Gauteng Province,2016,19651,0_0_33_12_169_0_0_0_0_0_0,0,0,33,12,169,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131343,16MUS-AH062,Gauteng Province,2016,19652,0_0_33_12_177_0_0_0_0_0_0,0,0,33,12,177,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131344,16MUS-AH063,Gauteng Province,2016,19653,0_16_0_8_0_0_0_0_0_0_0,0,16,0,8,0,0,0,0,0,0,0,0_16,0_16_0,0_16_0_8
131345,16MUS-AH064,Gauteng Province,2016,19654,0_0_23_14_0_1_0_0_0_0_0,0,0,23,14,0,1,0,0,0,0,0,0_0,0_0_23,0_0_23_14
131346,16MUS-AH067,Gauteng Province,2016,19655,0_0_47_6_12_0_0_0_0_0_0,0,0,47,6,12,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
131347,16MUS-AH068,Gauteng Province,2016,19656,0_0_33_12_198_0_0_0_0_0_0,0,0,33,12,198,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131348,16MUS-aH070,Gauteng Province,2016,19657;29683,0_0_23_20_0_0_0_0_0_0_0,0,0,23,20,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_20
131349,16MUS-AH082,Gauteng Province,2016,19658;29684,0_0_23_2_10_0_0_0_0_0_0,0,0,23,2,10,0,0,0,0,0,0,0_0,0_0_23,0_0_23_2
131350,16MUS-AH085,Gauteng Province,2016,19659,0_0_33_12_185_0_0_0_0_1_0,0,0,33,12,185,0,0,0,0,1,0,0_0,0_0_33,0_0_33_12
131351,16MUS-AH087,Gauteng Province,2016,19660,1_1_27_11_0_0_0_0_0_0_0,1,1,27,11,0,0,0,0,0,0,0,1_1,1_1_27,1_1_27_11
131352,16MUS-AH088,Gauteng Province,2016,19661,0_0_47_6_15_0_0_0_0_0_0,0,0,47,6,15,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
131353,16MUS-AH089,Gauteng Province,2016,19662,0_0_33_12_148_0_0_0_0_0_0,0,0,33,12,148,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
